,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
435, 2 Apr 2018,empReview_19972757,Current Employee - Software Developer,I have been working at Accenture full-time (More than a year),overview of the current employer,Good for beginners from colleges,job security is a big issue,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19972757.htm
436, 2 Apr 2018,empReview_19976728,Former Employee - Associate Applications Developer,I worked at Accenture full-time (More than a year),"Good to work, possible long term","Good Culture, Safe for women",Alignment with skills is less.,Please be more considerate of employee skills,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19976728.htm
437, 18 Mar 2018,empReview_19749274,Former Employee - Software Developer Analyst,I worked at Accenture full-time (More than a year),First Company - Accenture,1. Best Orientation Service2. Best Training period3. Very helpful HR4. Good relocation Allowance5. Good Salary6. Good work ethics7. Very big cafeteria (Depends on the location),1. Salary is good but not the best as compare to the market.2. Performance review mostly depends on how you bond with your team lead (Somewhat partial),NA,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19749274.htm
438, 18 Mar 2018,empReview_19750443,Former Employee - Business Operations Associate,I worked at Accenture full-time (More than a year),Better environment,you will have great learning skills,shift timings are too high,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19750443.htm
439, 2 Apr 2018,empReview_19971735,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Senior Software Engineer,You can manage for months without working,All the employees are at the mercy of managers. Overall crowd below standard.,None,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19971735.htm
440, 18 Mar 2018,empReview_19742406,Former Employee - Software Engineer,I worked at Accenture full-time (More than a year),Software Engineer,Good working environment and excellent staff.,At time gets very hectic.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19742406.htm
441, 17 Mar 2018,empReview_19739584,Current Employee - Associate,I have been working at Accenture full-time (Less than a year),associate,good company. Great work life,no cons. Everything is perfect,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19739584.htm
442, 17 Mar 2018,empReview_19735456,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Good,Very Great place to learn,Wrk Life Balance is tough to manage,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19735456.htm
443, 17 Mar 2018,empReview_19736618,Former Employee - Software Engineer,I worked at Accenture full-time (More than 3 years),"Good place to work, Employee friendly policy, slow growth","Employee friendly policyGood opportunityGood infrastructureStability, reliable for long-term career","Slow career growth, you can trap in their promotion cycle and Month at current level policyInternal politics",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19736618.htm
444, 17 Mar 2018,empReview_19737055,Current Employee - Applications Programmer/Analyst,I have been working at Accenture full-time (More than a year),Best service base company in india,Every thing is good in Accenture.,Only work will not consider here for the appraisal..You have to showcase yourself in front of senior managers then only you will get good appraisal.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19737055.htm
445, 17 Mar 2018,empReview_19738302,Current Employee - Anonymous Employee,I have been working at Accenture full-time (Less than a year),You can't do what you are good at (they will choose something for you and you have to work on that),subsidized food and good work life balance,low salary hikesYour career growth depends on the role and the project you get,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19738302.htm
446, 31 Mar 2018,empReview_19953065,Current Employee - Procurement Analyst,I have been working at Accenture full-time (More than 5 years),Procurement Analyst,"Good payer, comfort zone, flexible shifts","Politics, policies for namesake, poor leadership, worst HR dept.","If you have policies in place for people, just act to them.. Also be more flexible with things like transfer within facilities",3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19953065.htm
447, 16 Mar 2018,empReview_19718551,Current Employee - Senior Business Analyst,I have been working at Accenture full-time (More than 3 years),Great place to work,Competitive salariesChallenging workWide array of option/projects,The leadership doesn't care sometimes,Give value to employee feedback,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19718551.htm
448, 16 Mar 2018,empReview_19722719,Current Employee - IT Service Transition Lead,I have been working at Accenture full-time (More than 8 years),Accenture is overall a good company to work with,"The policies of the company complements to employee satisfaction and offers an excellent work life balance. Average tenure of any employee in this organization is more than 5 yrs, which translates the zone of comfort Accenture offers to their employees.",Over a period of time when you compare from the resources hired externally you will observe a massive gap between salaries of external hires and internal at the same position. It is more than 100 % at times. One feels demotivated and underpaid for the amount of work done.,Management should do the market standardization to ensure that all are on the same page.,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19722719.htm
449, 16 Mar 2018,empReview_19719649,Current Employee - Applications Development Analyst,I have been working at Accenture full-time (Less than a year),review,salary and facility are good in accenture,HR policy is not good,NA,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19719649.htm
450, 16 Mar 2018,empReview_19722243,Former Employee - Senior Software Engineer,I worked at Accenture full-time (More than 3 years),Good learing experience.,- Awesome Senior management.- Learning opportunities are good.- Nice work culture and values.- Huge base of clients- Good brand in the market- Better hikes than other service based companies.,- Relocation cannot be a mandate in some cases.- Not a lot of onsite opportunities.,Accenture should try to retain it's previous talent by giving good hikes and compensations instead of giving of huge hikes to the lateral hires.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19722243.htm
451, 16 Mar 2018,empReview_19732316,Former Employee - Applications Development Programmer Analyst,I worked at Accenture full-time (More than a year),Great company for Freshers,* Flexible employee friendly policies.* challenging work for better learning.* Great Teams,"* Recognition and Hike is not decided by your work, it is decided by whether your manager has good contact with you personally or not.","Don't let good resources go. There are resources who don't even work and get awesome hikes. On the other hand, there are resources who gives 500% effort and gets Peanuts only.",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19732316.htm
452, 17 Mar 2018,empReview_19732636,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 3 years),Experience,"Good to Explore New Technologies,Number of training top up skill.","Work life balance,Notice Period,Nothing much than these",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19732636.htm
453, 15 Mar 2018,empReview_19706106,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 5 years),good place for Digital and Innovation,best place to work on most challenging business and tech problems,too many different things to juggle,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19706106.htm
454, 15 Mar 2018,empReview_19716001,Current Employee - Associate Software Engineer,I have been working at Accenture full-time (Less than a year),Work Culture,"Good working environment, always coming up with innovations.",Balancing work life can be stressful sometimes.,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19716001.htm
455, 15 Mar 2018,empReview_19716147,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 5 years),Good Organisation and work Ethics,"Diversity and work culture, Ethics",Not a good performance review program,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19716147.htm
456, 15 Mar 2018,empReview_19716195,Current Employee - Applications Development Associate,I have been working at Accenture full-time (Less than a year),Good for someone looking for a bright career at IT,Good work culture and work environmentLess work pressureGood package for a fresherHigh brand value A good job,A mass recruiter and if you do not get projects soon you will be put on bench for a very long time,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19716195.htm
457, 15 Mar 2018,empReview_19716263,Current Employee - Consultant,I have been working at Accenture (Less than a year),Nice place to work,Nice place to work for senior level,Above manager is dangerous to work,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19716263.htm
458, 15 Mar 2018,empReview_19704734,Current Employee - Applications Developent Associate Manager,I have been working at Accenture full-time (More than 8 years),Associate Manager,Work Life BalanceGreat place to work specially for Female Employees,Few Opportunities in NCR,More focus on NCR,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19704734.htm
459, 29 Mar 2018,empReview_19924048,Former Employee - Senior Software Development Engineer,I worked at Accenture full-time (More than 5 years),Good company,1. Good work life balance2. Awesome infrastructure3. Relaxed work environments4. Transportation5. Good company to retire6. Good company to learn in some projects.7. Good on-site in some projects,Bad management. Some managers should really be removed from the company. They do a lot of micro management like maintaining excel for check in and check out time and then they use it for your performance and this will happen only a few months before appraisal. Du leads are also trying to be smart. They promise you onsite and promotions and then end of year they will say no budget.The worst thing to happen is new performance process. They say that now they don't compare you with other employees but they still do at each and every level.,Remove micro management and reward and focus on good performance.Management wants employee to learn all possible technologies available in the market but with petty salaries. Implement strict skill based performance as soon as possible.Create a team to overview just performance process city wise.Start anonymous reverse feedback from employee to manager as well.Take grievance seriously against management otherwise all the good employee will just leave the company.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19924048.htm
